surah,verse,verse_id,translation,component_probability_00,component_probability_01,component_probability_02,component_probability_03,component_probability_04,component_probability_05,component_probability_06,component_probability_07,component_probability_08,component_probability_09,component_probability_10,component_probability_11,component_probability_12,component_probability_13,component_probability_14,component_probability_15,component_probability_16,component_probability_17,component_probability_18,component_probability_19,component_probability_20,component_probability_21,component_probability_22,component_probability_23,dominant_membership,membership_entropy
2,45,2:45,"And seek help through patience and prayer, and indeed, it is difficult except for the humbly submissive [to Allah]",3.9251074e-07,0.048989397,1.6583295e-13,1.9439568e-09,3.907769e-11,8.21116e-10,0.0,6.1959953e-13,0.7506243,1.761951e-07,7.185199e-07,6.9381244e-06,6.175721e-07,5.5425385e-06,1.5916659e-18,4.410006e-06,0.00013349383,2.8860726e-11,0.20023246,7.6871005e-14,1.2480753e-09,5.935735e-07,7.886368e-08,7.1516904e-10,8,0.6865374105577003
2,46,2:46,Who are certain that they will meet their Lord and that they will return to Him.,2.1645934e-14,0.00021779232,2.8548616e-06,0.9724924,1.3536144e-11,5.478744e-12,0.0,2.2939314e-11,1.06370835e-05,1.0342207e-10,1.380133e-11,1.0317324e-06,2.1219329e-14,5.6388984e-11,8.2626926e-17,0.0017816907,8.785835e-09,3.8253672e-10,0.025491877,8.944457e-12,1.3610126e-12,1.8350335e-16,3.8804014e-06,7.266181e-07,3,0.1340116613264865
2,47,2:47,"O Children of Israel, remember My favor that I have bestowed upon you and that I preferred you over the worlds.",1.1463348e-08,0.00038984773,0.00012561842,1.1787468e-07,1.3221309e-05,0.90549487,0.0,1.5505013e-10,0.0005268476,2.8133538e-09,2.2028494e-10,1.8126462e-07,1.7632116e-11,4.5582592e-08,8.884579e-18,1.8632785e-07,5.074586e-07,4.4040748e-12,0.09344624,8.176064e-09,2.9863378e-07,2.520882e-10,1.18535716e-07,4.366488e-11,5,0.3197304148311545
2,48,2:48,"And fear a Day when no soul will suffice for another soul at all, nor will intercession be accepted from it, nor will compensation be taken from it, nor will they be aided.",6.2078576e-10,0.0154221365,1.5104707e-09,2.886519e-07,2.77615e-07,7.447191e-12,0.0,1.1667906e-11,6.444289e-06,2.0641642e-12,1.1092507e-05,0.008711904,1.833254e-11,6.772338e-06,2.5063515e-13,7.1014656e-06,0.00036017355,2.3556518e-11,0.97534555,9.4831594e-11,1.6123063e-06,2.6223027e-10,1.3966619e-12,0.00012951899,18,0.13442320617538775
2,49,2:49,"And [recall] when We saved your forefathers from the people of Pharaoh, who afflicted you with the worst torment, slaughtering your [newborn] sons and keeping your females alive. And in that was a great trial from your Lord.",1.7859431e-11,4.6555292e-07,1.3707498e-06,7.939997e-11,1.8928093e-14,0.9999695,0.0,4.4552464e-17,8.7620045e-09,4.8637795e-11,1.9816824e-12,6.558999e-12,6.0802085e-14,2.260783e-09,2.0634354e-16,1.1139892e-09,6.644449e-11,1.1626575e-13,3.0499612e-05,2.949094e-21,1.4642412e-13,6.305571e-17,6.0911254e-12,1.1430225e-12,5,0.0003731751783866584
2,50,2:50,And [recall] when We parted the sea for you and saved you and drowned the people of Pharaoh while you were looking on.,5.057669e-10,0.00015423534,0.03182916,1.5347425e-10,2.6292087e-14,0.96766686,0.0,8.5741894e-18,2.4137176e-08,9.997126e-11,4.8493085e-12,2.3896727e-12,2.9744687e-14,3.3140668e-10,6.935517e-10,3.6815067e-07,3.907961e-12,4.1374706e-10,0.00035149744,4.4823955e-20,7.1674693e-12,4.7598193e-18,1.7505525e-10,2.472671e-10,5,0.14568689175532454
2,51,2:51,"And [recall] when We made an appointment with Moses for forty nights. Then you took [for worship] the calf after him, while you were wrongdoers.",2.6777556e-05,0.0001075316,3.2122435e-07,3.924274e-12,8.153462e-14,0.99903154,0.0,2.312455e-16,1.3403033e-08,2.5365947e-11,2.3843494e-09,6.560457e-10,2.8141424e-13,1.3561942e-10,8.65582e-11,2.3991216e-08,2.8686669e-09,3.257077e-11,0.00083249167,6.4999904e-20,4.8125665e-10,3.585963e-15,2.8543332e-10,8.392636e-13,5,0.00814137288367751
2,52,2:52,Then We forgave you after that so perhaps you would be grateful.,3.2628186e-13,0.8022117,0.00035534514,3.462824e-15,2.1014973e-13,1.8687416e-11,0.0,1.3145893e-17,1.3574851e-07,9.1378335e-11,6.4495323e-12,4.053696e-12,1.5920021e-15,1.27542535e-05,3.4440682e-13,2.1430573e-08,1.7212389e-09,2.3564916e-15,0.0015838827,2.377131e-15,3.067116e-10,5.6506744e-12,0.19583747,2.4792148e-11,1,0.5092820553064877
2,53,2:53,And [recall] when We gave Moses the Scripture and criterion that perhaps you would be guided.,1.4032857e-10,0.0004303122,5.9126836e-07,1.2898328e-08,1.09574615e-13,0.9889078,0.0,6.675402e-16,0.00037342275,3.2999523e-09,1.7955222e-09,7.081194e-09,4.6357723e-06,4.3934412e-10,2.9288844e-18,1.8336093e-05,7.904344e-09,4.5983386e-09,0.010261608,2.2971917e-16,3.87479e-09,9.996245e-12,3.6299057e-09,8.346788e-13,5,0.06457085326941264
2,54,2:54,"And [recall] when Moses said to his people, ""O my people, indeed you have wronged yourselves by your taking of the calf [for worship]. So repent to your Creator and kill yourselves. That is best for [all of] you in the sight of your Creator."" Then He accepted your repentance; indeed, He is the Accepting of repentance, the Merciful.",0.010701936,6.3004154e-05,5.8328224e-06,2.4691963e-07,6.479956e-07,0.08983826,0.0,1.2851236e-14,0.0005502518,1.4491125e-10,7.924633e-09,2.1290654e-09,2.3694765e-11,1.9445754e-06,6.563314e-24,3.1814663e-05,4.5197165e-08,3.0347024e-11,0.006395978,6.765332e-16,2.2171571e-09,8.874338e-13,0.89240235,5.474248e-06,22,0.4041927041888128
2,55,2:55,"And [recall] when you said, ""O Moses, we will never believe you until we see Allah outright""; so the thunderbolt took you while you were looking on.",7.572877e-10,1.2283004e-07,1.1815424e-07,8.756061e-08,3.5531558e-10,0.0015628582,0.0,7.598268e-14,0.987336,2.4009072e-08,5.705159e-08,7.288473e-07,2.1047369e-07,4.6331333e-08,2.170657e-34,0.010970655,6.8324546e-08,1.3938505e-06,0.00012587506,5.4843808e-15,7.675751e-09,1.3378085e-11,3.3063834e-06,2.2419757e-08,8,0.07340046278172545
2,56,2:56,Then We revived you after your death that perhaps you would be grateful.,3.8336446e-13,0.0041429973,6.7778325e-09,1.6256451e-15,1.547957e-14,1.1509145e-14,0.0,8.078125e-17,2.4520996e-10,2.0755704e-15,4.2355558e-10,1.0473726e-13,8.642567e-16,2.2633793e-10,1.1186934e-12,1.9004676e-10,9.290936e-13,7.0763657e-15,1.4791357e-05,1.2321283e-17,2.4291279e-13,6.2068026e-14,4.5766747e-16,0.99584305,23,0.02704282277756985
2,57,2:57,"And We shaded you with clouds and sent down to you manna and quails, [saying], ""Eat from the good things with which We have provided you."" And they wronged Us not - but they were [only] wronging themselves.",0.86000425,0.016653566,0.007397985,1.2611889e-09,1.2864967e-07,1.3334914e-06,0.0,4.436831e-08,7.9471647e-07,3.8959888e-07,8.1228144e-08,1.7040769e-08,3.5777875e-10,4.8480814e-07,6.269386e-07,0.00029830518,3.904724e-06,2.7664544e-08,0.11562954,1.316691e-11,3.0465292e-06,7.210336e-11,8.691743e-06,6.099011e-11,0,0.4863221267276738
2,58,2:58,"And [recall] when We said, ""Enter this city and eat from it wherever you will in [ease and] abundance, and enter the gate bowing humbly and say, 'Relieve us of our burdens.' We will [then] forgive your sins for you, and We will increase the doers of good [in goodness and reward].""",6.934368e-06,0.00019068348,7.125974e-05,1.1358702e-08,1.7196129e-07,3.601151e-08,0.0,0.00015564915,2.3690736e-08,9.09384e-12,1.686384e-08,1.0400306e-06,2.276276e-14,2.9210886e-08,2.5910489e-11,1.0974776e-06,4.7325972e-07,2.2353211e-10,0.44152355,9.153844e-12,3.478597e-05,7.3437767e-10,0.5580125,1.1175866e-08,22,0.6906451101058773
2,59,2:59,"But those who wronged changed [those words] to a statement other than that which had been said to them, so We sent down upon those who wronged a punishment from the sky because they were defiantly disobeying.",7.1033783e-09,0.000376702,3.018936e-07,3.181384e-11,1.3017895e-09,2.294984e-09,0.0,3.535805e-12,5.978776e-07,7.695071e-09,8.5480323e-10,1.2585251e-11,2.59777e-10,0.9790061,1.5312985e-09,9.1987175e-05,3.7365e-08,2.0649761e-11,0.02041995,1.3648673e-09,2.7001292e-11,4.178065e-14,0.00010057901,1.7324958e-10,13,0.10499576200280075
2,60,2:60,"And [recall] when Moses prayed for water for his people, so We said, ""Strike with your staff the stone."" And there gushed forth from it twelve springs, and every people knew its watering place. ""Eat and drink from the provision of Allah, and do not commit abuse on the earth, spreading corruption.""",0.1417977,0.0002719106,2.0840612e-06,3.2960084e-05,2.4489077e-06,0.015303406,0.0,0.00020384594,0.78098446,1.5010407e-07,1.7646896e-06,1.539747e-07,8.741781e-07,5.1522356e-08,5.2405144e-19,0.0008201355,1.3208736e-08,6.212155e-07,0.060181715,4.253032e-07,0.0003967853,4.750007e-10,1.5083535e-07,1.3580134e-07,8,0.7164981468310326
2,61,2:61,"And [recall] when you said, ""O Moses, we can never endure one [kind of] food. So call upon your Lord to bring forth for us from the earth its green herbs and its cucumbers and its garlic and its lentils and its onions."" [Moses] said, ""Would you exchange what is better for what is less? Go into [any] settlement and indeed, you will have what you have asked."" And they were covered with humiliation and poverty and returned with anger from Allah [upon them]. That was because they [repeatedly] disbelieved in the signs of Allah and killed the prophets without right. That was because they disobeyed and were [habitually] transgressing.",0.999062,1.0168955e-07,2.2757719e-07,2.4052118e-11,1.3174346e-11,0.00046795557,0.0,3.444466e-11,0.00045953866,8.1632956e-14,3.489671e-11,4.7816202e-11,6.0121554e-11,4.9362928e-08,1.1235216e-27,1.431582e-07,3.1983777e-07,3.4063143e-09,7.595198e-06,6.9298826e-18,1.3461609e-07,1.5723645e-13,1.5235427e-10,4.057998e-12,0,0.008161849813665663
2,62,2:62,"Indeed, those who believed and those who were Jews or Christians or Sabeans [before Prophet Muhammad] - those [among them] who believed in Allah and the Last Day and did righteousness - will have their reward with their Lord, and no fear will there be concerning them, nor will they grieve.",3.841017e-08,5.134762e-05,1.0296957e-06,1.1960233e-05,1.02973054e-07,7.528466e-09,0.0,9.509034e-09,0.85482335,1.9701005e-09,2.9099319e-09,0.10118682,4.679205e-09,2.088368e-05,7.1599773e-28,0.0017416663,0.015929908,4.9105623e-08,0.023980128,1.6158884e-08,1.6001935e-05,2.976489e-14,0.0022336498,6.7157907e-06,8,0.5471284423412903
2,63,2:63,"And [recall] when We took your covenant, [O Children of Israel, to abide by the Torah] and We raised over you the mount, [saying], ""Take what We have given you with determination and remember what is in it that perhaps you may become righteous.""",6.0987907e-07,0.0006281245,0.00011676007,2.3504299e-09,5.7953725e-10,0.6548061,0.0,1.9020342e-10,5.3636e-05,4.5692423e-09,2.52776e-08,1.8078323e-08,3.5635985e-08,7.727075e-09,5.796466e-14,4.170852e-06,1.974987e-06,1.3264322e-09,0.3443774,4.5160985e-15,2.0856519e-06,1.6897767e-09,8.553595e-06,5.4329624e-10,5,0.6507985954474271
2,64,2:64,"Then you turned away after that. And if not for the favor of Allah upon you and His mercy, you would have been among the losers.",2.8740533e-11,0.004000883,3.066524e-07,7.080029e-10,5.5531402e-14,8.8370024e-07,0.0,9.2888e-15,0.9952582,5.3594395e-08,8.82604e-10,7.19869e-09,1.2251193e-13,2.143284e-10,2.5198477e-22,3.988488e-06,2.0376312e-08,2.6698757e-09,0.0007372429,6.443609e-11,2.1910347e-08,3.444267e-12,1.0385107e-09,4.208943e-12,8,0.03220619412500481
2,65,2:65,"And you had already known about those who transgressed among you concerning the sabbath, and We said to them, ""Be apes, despised.""",0.002739545,0.31487048,7.304373e-05,5.5678906e-11,1.7100532e-10,5.1367202e-05,0.0,4.6517365e-12,0.00024071388,1.3540614e-07,3.2162054e-06,3.3137847e-05,3.4998715e-10,0.018153982,1.139085e-09,1.5225297e-05,3.1940021e-06,3.4385433e-12,0.66378963,2.9178967e-05,6.919458e-08,7.930734e-11,1.8599167e-10,4.7823706e-10,18,0.7289252952742797
2,66,2:66,And We made it a deterrent punishment for those who were present and those who succeeded [them] and a lesson for those who fear Allah.,3.6939227e-10,4.829922e-05,6.108063e-05,1.6741598e-09,1.6579264e-11,2.23901e-08,0.0,1.907137e-15,0.0043768124,2.2717947e-11,6.7285477e-10,7.535763e-09,3.0520497e-09,0.9953797,4.9618248e-20,1.6537843e-09,7.046832e-10,2.0267827e-11,0.00013097575,2.1687189e-13,3.30484e-09,7.0284786e-15,3.529902e-12,3.74343e-10,13,0.030626442909355428
2,67,2:67,"And [recall] when Moses said to his people, ""Indeed, Allah commands you to slaughter a cow."" They said, ""Do you take us in ridicule?"" He said, ""I seek refuge in Allah from being among the ignorant.""",0.35141352,9.5960935e-08,2.7529579e-08,1.279087e-09,5.135601e-06,3.1377015e-06,0.0,9.4087245e-09,0.64775044,1.2779023e-08,1.9986858e-07,9.555141e-09,0.00045921624,3.6702608e-07,2.672723e-36,0.00031436232,8.243746e-08,4.8084767e-09,5.1371906e-05,1.5909961e-13,2.7964083e-07,3.4673518e-11,4.6018482e-09,5.3479212e-08,8,0.6554831384687546
2,68,2:68,"They said, ""Call upon your Lord to make clear to us what it is."" [Moses] said, ""[Allah] says, 'It is a cow which is neither old nor virgin, but median between that,' so do what you are commanded.""",0.9937028,2.1638687e-05,1.6474752e-09,3.7697313e-07,2.6639984e-07,0.00044594417,0.0,3.494863e-13,0.003791603,0.0017223739,1.916321e-05,6.6636303e-06,4.674556e-06,5.702197e-09,1.2862422e-21,5.671485e-07,1.647748e-06,9.497858e-11,0.0002788881,1.4386775e-14,2.2295982e-10,3.5232832e-12,1.6297944e-13,1.2792302e-06,0,0.04473444641373316
2,69,2:69,"They said, ""Call upon your Lord to show us what is her color."" He said, ""He says, 'It is a yellow cow, bright in color - pleasing to the observers.' """,0.88563323,0.00951908,4.681178e-05,1.6874282e-06,7.058654e-07,1.572203e-05,0.0,6.0515737e-10,7.663825e-06,0.0721634,6.402724e-08,2.0151476e-05,3.7127597e-07,4.1406327e-08,1.3344524e-07,6.967459e-06,1.7498674e-07,2.462424e-07,0.032585956,1.16508e-08,5.2821263e-09,3.6506365e-10,1.0180879e-13,7.257752e-09,0,0.45422357747103437
2,70,2:70,"They said, ""Call upon your Lord to make clear to us what it is. Indeed, [all] cows look alike to us. And indeed we, if Allah wills, will be guided.""",1.0,1.618825e-08,2.1594822e-12,2.4425828e-13,1.8576193e-10,1.5816855e-10,0.0,2.9959133e-13,2.2976843e-07,3.4288275e-10,5.1321436e-10,3.6610645e-12,5.4269556e-10,1.8182087e-13,8.529571e-23,3.8771983e-10,1.13603384e-10,1.2317953e-16,4.2566635e-09,2.8988438e-15,1.2125659e-13,9.166885e-18,3.669654e-17,3.1236955e-12,0,3.934009067545071e-06
2,71,2:71,"He said, ""He says, 'It is a cow neither trained to plow the earth nor to irrigate the field, one free from fault with no spot upon her.' "" They said, ""Now you have come with the truth."" So they slaughtered her, but they could hardly do it.",0.99212706,0.0007726417,5.139168e-06,2.4251252e-08,1.16411165e-08,1.1365477e-06,0.0,2.6652302e-13,0.00013576684,1.1115671e-06,8.4033345e-06,6.727133e-11,7.321312e-11,4.0728324e-08,1.6771077e-15,0.0014969724,5.4178123e-10,1.6488008e-10,0.0054500652,7.760143e-13,2.3259217e-07,1.4694291e-12,3.9170823e-11,2.373343e-08,0,0.05292744808455156
2,72,2:72,"And [recall] when you slew a man and disputed over it, but Allah was to bring out that which you were concealing.",5.314505e-09,3.8514972e-06,2.1775054e-06,2.93365e-09,2.7614117e-10,1.3380001e-07,0.0,1.8041144e-13,0.9981631,5.1697805e-07,7.664311e-09,1.0450894e-06,8.183506e-05,4.1645384e-07,4.9418354e-29,0.0012590297,1.1990788e-06,6.068178e-08,0.00048635926,2.9673136e-17,6.4429764e-09,3.284562e-12,4.682562e-09,3.0472731e-06,8,0.014885724355809073
2,73,2:73,"So, We said, ""Strike the slain man with part of it."" Thus does Allah bring the dead to life, and He shows you His signs that you might reason.",3.9863196e-10,2.5289257e-09,1.3162579e-13,2.84982e-16,2.406744e-19,5.2507075e-16,0.0,5.4453836e-20,6.8570316e-06,4.24752e-14,8.1631535e-11,1.5007221e-12,5.96611e-14,1.1982115e-11,6.362589e-26,1.5592255e-11,8.415655e-13,2.3188783e-15,2.1580043e-08,3.016066e-17,4.4753064e-12,1.4942788e-19,8.11435e-18,0.9999923,23,8.96634323798451e-05
2,74,2:74,"Then your hearts became hardened after that, being like stones or even harder. For indeed, there are stones from which rivers burst forth, and there are some of them that split open and water comes out, and there are some of them that fall down for fear of Allah. And Allah is not unaware of what you do.",5.513955e-09,0.26495746,8.505504e-06,7.411482e-12,3.7115346e-11,4.0357895e-09,0.0,2.0255304e-11,0.14350311,1.4636043e-06,7.491663e-06,1.3272622e-09,1.6314863e-13,1.6812343e-06,1.14486025e-11,3.1126901e-06,1.7818908e-07,4.2255818e-10,0.59150934,1.1506675e-16,1.7793216e-09,8.328178e-14,5.174572e-08,5.970324e-06,18,0.9414428584436577
2,75,2:75,"Do you covet [the hope, O believers], that they would believe for you while a party of them used to hear the words of Allah and then distort the Torah after they had understood it while they were knowing?",9.51763e-10,6.702052e-05,4.742206e-09,1.9172987e-07,6.2290374e-11,4.635863e-05,0.0,7.181184e-11,0.046802748,2.6720911e-06,4.8933907e-10,9.925134e-08,0.003670464,9.951858e-09,2.123438e-30,0.9483498,4.3401305e-05,4.2808566e-11,0.0009886762,1.3531232e-12,2.4676923e-05,1.7464211e-13,1.5021635e-07,2.2221601e-10,15,0.22286277371930738
2,76,2:76,"And when they meet those who believe, they say, ""We have believed""; but when they are alone with one another, they say, ""Do you talk to them about what Allah has revealed to you so they can argue with you about it before your Lord?"" Then will you not reason?",5.713694e-09,8.257721e-08,7.4786524e-11,1.5882221e-09,2.3908158e-09,2.9270422e-10,0.0,4.1826897e-14,0.0075010834,2.3392666e-09,1.0719482e-06,4.6886953e-08,1.9098322e-06,2.4176614e-08,2.0953832e-34,0.9922899,0.0001976632,3.217159e-08,8.203412e-06,1.4363742e-14,1.5401902e-11,3.1114966e-10,1.7489922e-08,2.0403156e-07,15,0.04620954510593522
2,77,2:77,But do they not know that Allah knows what they conceal and what they declare?,2.404774e-09,6.5690847e-06,5.697308e-08,1.2290699e-06,9.81314e-07,1.4606946e-11,0.0,1.3868356e-11,0.25775364,2.9869304e-07,6.817159e-12,2.799342e-08,8.5321795e-07,2.8363927e-09,3.4576376e-37,0.74217933,3.946346e-10,6.7539485e-12,4.6852514e-05,2.1719168e-11,7.723875e-06,1.0202429e-11,1.0411604e-09,9.473913e-09,15,0.5714260207398854
2,78,2:78,"And among them are unlettered ones who do not know the Scripture except in wishful thinking, but they are only assuming.",2.8788309e-08,0.0005601721,2.4262539e-08,0.038767703,3.2511324e-10,5.0363795e-08,0.0,3.059981e-14,0.0011809276,2.9360809e-08,2.6116039e-08,4.0858548e-09,1.6382713e-06,6.7755936e-06,4.391245e-18,0.3207355,5.266381e-06,2.8545974e-08,0.63874024,1.0312593e-08,1.4122553e-08,3.2893847e-15,3.9568718e-08,2.7123875e-08,18,0.7893689867399398
2,79,2:79,"So woe to those who write the ""scripture"" with their own hands, then say, ""This is from Allah,"" in order to exchange it for a small price. Woe to them for what their hands have written and woe to them for what they earn.",1.6786418e-10,2.1452585e-07,4.039495e-12,4.8400676e-12,3.9079054e-10,1.6788083e-10,0.0,1.3141793e-15,0.0005209918,6.293505e-10,1.04757e-10,1.7288176e-11,0.30532733,1.1734439e-07,2.2891876e-31,9.107438e-07,2.3899223e-09,6.6758293e-10,1.2156831e-05,1.5123142e-11,0.6941399,2.082495e-14,2.2975394e-11,1.6991661e-12,20,0.6197433582795979
2,80,2:80,"And they say, ""Never will the Fire touch us, except for a few days."" Say, ""Have you taken a covenant with Allah? For Allah will never break His covenant. Or do you say about Allah that which you do not know?""",8.9457825e-13,5.845596e-10,2.749666e-13,1.0475073e-15,2.5854978e-20,4.921607e-16,0.0,5.909278e-15,9.756617e-09,2.8393627e-14,9.489768e-14,5.774e-14,2.0440112e-19,4.403692e-18,2.0510326e-27,1.9269378e-10,1.3275129e-13,1.0,1.2973277e-09,4.7696184e-17,5.2585474e-15,2.4042871e-17,7.680596e-21,2.934377e-17,17,2.2377445092413906e-07
